"POS Name","Retail Tran Post DateTime","Retail Tran DateTime","Tender Name","Retail Tran Tender Amount","Offline Tran Flag"
"","{null}","{null}","{null}","45.88","{null}"


"POS Name","Retail Tran Post DateTime","Retail Tran DateTime","Tender Name","Retail Tran Tender Amount","Offline Tran Flag"
"Sushi Love 4","Monday, June 17, 2019 8:51:28 PM","Monday, June 17, 2019 8:51:27 PM","Student Food","$20.75","F"
"Sushi Love 4","Monday, June 17, 2019 8:51:34 PM","Monday, June 17, 2019 8:51:33 PM","Food Tips","$4.15","F"
"Sushi Love 4","Monday, June 17, 2019 9:42:40 PM","Monday, June 17, 2019 9:42:34 PM","Student Food","$18.25","F"
"Sushi Love 4","Monday, June 17, 2019 9:42:44 PM","Monday, June 17, 2019 9:42:42 PM","Food Tips","$2.73","F"


"POS Name","Retail Tran Post DateTime","Retail Tran DateTime","Tender Name","Retail Tran Tender Amount","Offline Tran Flag"
"{null}","{null}","{null}","{null}","45.88","{null}"


