"POS Name","Retail Tran Post DateTime","Retail Tran DateTime","Tender Name","Retail Tran Tender Amount","Offline Tran Flag"
"","{null}","{null}","{null}","84.73","{null}"


"POS Name","Retail Tran Post DateTime","Retail Tran DateTime","Tender Name","Retail Tran Tender Amount","Offline Tran Flag"
"Sushi Love 4","Friday, June 14, 2019 9:40:09 PM","Friday, June 14, 2019 9:40:07 PM","Student Food","$18.50","F"
"Sushi Love 4","Friday, June 14, 2019 9:40:12 PM","Friday, June 14, 2019 9:40:11 PM","Food Tips","$0.92","F"
"Sushi Love 4","Friday, June 14, 2019 9:44:42 PM","Friday, June 14, 2019 9:44:42 PM","Student Food","$23.75","F"
"Sushi Love 4","Friday, June 14, 2019 9:44:45 PM","Friday, June 14, 2019 9:44:45 PM","Food Tips","$1.18","F"
"Sushi Love 4","Friday, June 14, 2019 9:45:59 PM","Friday, June 14, 2019 9:45:58 PM","Student Flex","$19.25","F"
"Sushi Love 4","Friday, June 14, 2019 9:46:04 PM","Friday, June 14, 2019 9:46:03 PM","Flex Tips","$2.88","F"
"Sushi Love 4","Friday, June 14, 2019 9:47:39 PM","Friday, June 14, 2019 9:47:38 PM","Student Flex","$18.25","F"


"POS Name","Retail Tran Post DateTime","Retail Tran DateTime","Tender Name","Retail Tran Tender Amount","Offline Tran Flag"
"{null}","{null}","{null}","{null}","84.73","{null}"


