"POS Name","Retail Tran Post DateTime","Retail Tran DateTime","Tender Name","Retail Tran Tender Amount","Offline Tran Flag"
"","{null}","{null}","{null}","184.53","{null}"


"POS Name","Retail Tran Post DateTime","Retail Tran DateTime","Tender Name","Retail Tran Tender Amount","Offline Tran Flag"
"Sushi Love 03112","Monday, June 10, 2019 8:40:17 PM","Monday, June 10, 2019 8:40:15 PM","Student Flex","$27.25","F"
"Sushi Love 03112","Monday, June 10, 2019 8:40:21 PM","Monday, June 10, 2019 8:40:19 PM","Flex Tips","$5.45","F"
"Sushi Love 03112","Monday, June 10, 2019 9:13:34 PM","Monday, June 10, 2019 9:13:33 PM","Student Food","$17.75","F"
"Sushi Love 03112","Monday, June 10, 2019 9:13:38 PM","Monday, June 10, 2019 9:13:36 PM","Food Tips","$3.55","F"
"Sushi Love 03112","Monday, June 10, 2019 9:13:52 PM","Monday, June 10, 2019 9:13:52 PM","Student Food","$23.00","F"
"Sushi Love 03112","Monday, June 10, 2019 9:13:55 PM","Monday, June 10, 2019 9:13:54 PM","Food Tips","$4.60","F"
"Sushi Love 03112","Monday, June 10, 2019 9:16:14 PM","Monday, June 10, 2019 9:16:13 PM","Student Food","$29.50","F"
"Sushi Love 03112","Monday, June 10, 2019 9:16:22 PM","Monday, June 10, 2019 9:16:22 PM","Food Tips","$5.90","F"
"Sushi Love 03112","Monday, June 10, 2019 9:44:47 PM","Monday, June 10, 2019 9:44:46 PM","Student Flex","$19.75","F"
"Sushi Love 03112","Monday, June 10, 2019 9:44:52 PM","Monday, June 10, 2019 9:44:52 PM","Flex Tips","$2.96","F"
"Sushi Love 03112","Monday, June 10, 2019 9:45:17 PM","Monday, June 10, 2019 9:45:16 PM","Student Food","$22.00","F"
"Sushi Love 03112","Monday, June 10, 2019 9:45:34 PM","Monday, June 10, 2019 9:45:33 PM","Food Tips","$3.30","F"
"Sushi Love 03112","Monday, June 10, 2019 9:46:08 PM","Monday, June 10, 2019 9:46:07 PM","Student Food","$17.75","F"
"Sushi Love 03112","Monday, June 10, 2019 9:46:12 PM","Monday, June 10, 2019 9:46:11 PM","Food Tips","$1.77","F"


"POS Name","Retail Tran Post DateTime","Retail Tran DateTime","Tender Name","Retail Tran Tender Amount","Offline Tran Flag"
"{null}","{null}","{null}","{null}","184.53","{null}"


