"POS Name","Retail Tran Post DateTime","Retail Tran DateTime","Tender Name","Retail Tran Tender Amount","Offline Tran Flag"
"","{null}","{null}","{null}","135.32","{null}"


"POS Name","Retail Tran Post DateTime","Retail Tran DateTime","Tender Name","Retail Tran Tender Amount","Offline Tran Flag"
"Sushi Love 4","Tuesday, June 11, 2019 8:22:40 PM","Tuesday, June 11, 2019 8:22:40 PM","Student Food","$50.75","F"
"Sushi Love 4","Tuesday, June 11, 2019 8:22:43 PM","Tuesday, June 11, 2019 8:22:43 PM","Food Tips","$10.15","F"
"Sushi Love 4","Tuesday, June 11, 2019 8:23:34 PM","Tuesday, June 11, 2019 8:23:33 PM","Student Food","$23.50","F"
"Sushi Love 4","Tuesday, June 11, 2019 8:23:37 PM","Tuesday, June 11, 2019 8:23:36 PM","Food Tips","$1.17","F"
"Sushi Love 4","Tuesday, June 11, 2019 9:17:22 PM","Tuesday, June 11, 2019 9:17:21 PM","Student Food","$26.25","F"
"Sushi Love 4","Tuesday, June 11, 2019 9:18:13 PM","Tuesday, June 11, 2019 9:18:13 PM","Food Tips","$5.25","F"
"Sushi Love 4","Tuesday, June 11, 2019 9:24:09 PM","Tuesday, June 11, 2019 9:24:09 PM","Student Flex","$18.25","F"


"POS Name","Retail Tran Post DateTime","Retail Tran DateTime","Tender Name","Retail Tran Tender Amount","Offline Tran Flag"
"{null}","{null}","{null}","{null}","135.32","{null}"


