"POS Name","Retail Tran Post DateTime","Retail Tran DateTime","Tender Name","Retail Tran Tender Amount","Offline Tran Flag"
"","{null}","{null}","{null}","172.84","{null}"


"POS Name","Retail Tran Post DateTime","Retail Tran DateTime","Tender Name","Retail Tran Tender Amount","Offline Tran Flag"
"Sushi Love 03112","Tuesday, June 18, 2019 9:35:43 PM","Tuesday, June 18, 2019 9:35:43 PM","Student Food","$17.75","F"
"Sushi Love 03112","Tuesday, June 18, 2019 9:35:46 PM","Tuesday, June 18, 2019 9:35:46 PM","Food Tips","$1.77","F"
"Sushi Love 03112","Tuesday, June 18, 2019 9:36:30 PM","Tuesday, June 18, 2019 9:36:29 PM","Student Food","$32.75","F"
"Sushi Love 03112","Tuesday, June 18, 2019 9:36:33 PM","Tuesday, June 18, 2019 9:36:33 PM","Food Tips","$1.63","F"
"Sushi Love 03112","Tuesday, June 18, 2019 9:37:21 PM","Tuesday, June 18, 2019 9:37:20 PM","Student Flex","$17.75","F"
"Sushi Love 03112","Tuesday, June 18, 2019 9:37:24 PM","Tuesday, June 18, 2019 9:37:23 PM","Flex Tips","$2.66","F"
"Sushi Love 03112","Tuesday, June 18, 2019 9:38:06 PM","Tuesday, June 18, 2019 9:38:05 PM","Student Flex","$18.25","F"
"Sushi Love 03112","Tuesday, June 18, 2019 9:38:45 PM","Tuesday, June 18, 2019 9:38:44 PM","Student Food","$72.25","F"
"Sushi Love 03112","Tuesday, June 18, 2019 9:39:03 PM","Tuesday, June 18, 2019 9:39:03 PM","Student Food","$8.03","F"


"POS Name","Retail Tran Post DateTime","Retail Tran DateTime","Tender Name","Retail Tran Tender Amount","Offline Tran Flag"
"{null}","{null}","{null}","{null}","172.84","{null}"


