"POS Name","Retail Tran Post DateTime","Retail Tran DateTime","Tender Name","Retail Tran Tender Amount","Offline Tran Flag"
"","{null}","{null}","{null}","175.33","{null}"


"POS Name","Retail Tran Post DateTime","Retail Tran DateTime","Tender Name","Retail Tran Tender Amount","Offline Tran Flag"
"Sushi Love 4","Saturday, June 15, 2019 9:45:09 PM","Saturday, June 15, 2019 9:45:09 PM","Student Food","$20.70","F"
"Sushi Love 4","Saturday, June 15, 2019 9:45:12 PM","Saturday, June 15, 2019 9:45:12 PM","Food Tips","$1.03","F"
"Sushi Love 4","Saturday, June 15, 2019 9:45:59 PM","Saturday, June 15, 2019 9:45:58 PM","Student Food","$20.50","F"
"Sushi Love 4","Saturday, June 15, 2019 9:46:02 PM","Saturday, June 15, 2019 9:46:01 PM","Food Tips","$2.05","F"
"Sushi Love 4","Saturday, June 15, 2019 9:46:37 PM","Saturday, June 15, 2019 9:46:36 PM","Student Food","$52.00","F"
"Sushi Love 4","Saturday, June 15, 2019 9:46:40 PM","Saturday, June 15, 2019 9:46:39 PM","Food Tips","$10.40","F"
"Sushi Love 4","Saturday, June 15, 2019 9:47:08 PM","Saturday, June 15, 2019 9:47:08 PM","Student Food","$42.25","F"
"Sushi Love 4","Saturday, June 15, 2019 9:47:11 PM","Saturday, June 15, 2019 9:47:11 PM","Food Tips","$6.33","F"
"Sushi Love 4","Saturday, June 15, 2019 10:42:17 PM","Saturday, June 15, 2019 10:42:16 PM","Student Food","$18.25","F"
"Sushi Love 4","Saturday, June 15, 2019 10:42:19 PM","Saturday, June 15, 2019 10:42:18 PM","Food Tips","$1.82","F"


"POS Name","Retail Tran Post DateTime","Retail Tran DateTime","Tender Name","Retail Tran Tender Amount","Offline Tran Flag"
"{null}","{null}","{null}","{null}","175.33","{null}"


